pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,education_diff,education_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,age_match,industry_match,overall_similarity,industry_diff,industry_equal,education_match,age_diff,age_equal,attack_score
14,1,14.0,14.0,6.324555320336759,8.0,0.9689627902499088,6.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9377118164510304
15,1,15.0,15.0,25114.000039818427,25116.0,-0.0953859579897984,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,25114.0,0.0,0.0,0.0,0.0,0.9549788904216562
16,1,16.0,16.0,22891.000021842647,22892.0,0.999999919208692,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,22891.0,0.0,0.0,0.0,0.0,0.5320641491518366
17,1,17.0,17.0,14303.000349577009,14307.0,-0.0963271844731001,1.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,14303.0,0.0,0.0,0.0,0.0,0.881188336891697
18,1,18.0,18.0,95112.00004731264,95115.0,-0.0616418496610768,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,95112.0,0.0,0.0,0.0,0.0,0.890826011116097
19,1,19.0,19.0,47998.000104171006,48002.0,0.999999998304386,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,47998.0,0.0,0.0,0.0,0.0,0.8416427658776771
20,1,20.0,20.0,84121.00005943819,84125.0,-0.0969750175179986,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,84121.0,0.0,0.0,0.0,0.0,0.9480377336630207
21,1,21.0,21.0,3.1622776601683795,4.0,0.9516357291821832,1.0,0.0,3.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8944807299167619
22,1,22.0,22.0,3.1622776601683795,4.0,0.993263139087243,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9391518108121423
23,1,23.0,23.0,4.47213595499958,6.0,0.9946351544273336,4.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.943647077812281
24,1,24.0,24.0,156.01281998605114,158.0,0.9999999894471204,0.0,1.0,2.0,0,0.0,1,0.0,0.0,0.4,156.0,0.0,0.0,0.0,0.0,0.7180685376213017
25,1,25.0,25.0,1.4142135623730951,2.0,0.996709240304503,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8303840493314013
26,1,26.0,26.0,11012.000090810025,11014.0,-0.0804705716803226,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,11012.0,0.0,0.0,0.0,0.0,0.8516712286570115
27,1,27.0,27.0,1.4142135623730951,2.0,0.9932885906040269,0.0,1.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.956094949641289
28,1,28.0,28.0,719.0,719.0,0.999999999996114,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,719.0,0.0,0.0,0.0,0.0,0.5330181107553452
29,1,29.0,29.0,7.280109889280518,9.0,0.964056618014988,7.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9497964365895372
30,1,30.0,30.0,3.1622776601683795,4.0,0.9975694083904584,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9047672288699441
31,1,31.0,31.0,1.4142135623730951,2.0,0.944911182523068,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8166277516741253
32,1,32.0,32.0,36270.00034463744,36275.0,0.999999999430461,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,36270.0,0.0,0.0,0.0,0.0,0.33217639849045555
33,1,33.0,33.0,5.0990195135927845,6.0,0.9973600960790272,5.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.846286286305753
34,1,34.0,34.0,47818.00021958258,47825.0,-0.0814686568732121,4.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,47818.0,0.0,0.0,0.0,0.0,0.9417689997749047
35,1,35.0,35.0,43303.00012701198,43308.0,-0.0814384705592432,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,43303.0,0.0,0.0,0.0,0.0,0.9341861594206186
36,1,36.0,36.0,7.071067811865476,8.0,0.9258200997725514,7.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9416589872758722
37,1,37.0,37.0,1.0,1.0,0.9971391490106832,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8345486137769856
38,1,38.0,38.0,1.0,1.0,0.9997128499581862,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7727674675208204
39,1,39.0,39.0,49223.00037584056,49230.0,-0.0761036699017625,6.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,49223.0,0.0,0.0,0.0,0.0,0.9263952223096642
40,1,40.0,40.0,2.0,2.0,0.9968410582470292,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.10187361686492287
41,1,41.0,41.0,30092.00001661571,30093.0,0.999999937412584,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,30092.0,0.0,0.0,0.0,0.0,0.497009925287867
42,1,42.0,42.0,47820.00010455876,47824.0,-0.0969742159989941,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,47820.0,0.0,0.0,0.0,0.0,0.9397689860308036
43,1,43.0,43.0,1.7320508075688772,3.0,0.991117008818872,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9401710945878156
44,1,44.0,44.0,7.280109889280518,9.0,0.6491134836118732,7.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9457531550241921
45,1,45.0,45.0,9.055385138137416,10.0,0.9178146529232246,9.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9350732271663845
46,1,46.0,46.0,1.7320508075688772,3.0,0.978231976089037,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9346155463631293
47,1,47.0,47.0,85493.00009942334,85498.0,-0.0896261787594765,4.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,85493.0,0.0,0.0,0.0,0.0,0.8622759175592846
48,1,48.0,48.0,30920.000420439843,30926.0,0.9999999997549752,5.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,30920.0,0.0,0.0,0.0,0.0,0.8445566443132319
49,1,49.0,49.0,1.0,1.0,0.9971391490106832,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8345486137769856
50,1,50.0,50.0,1.4142135623730951,2.0,0.9961359100851456,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.911728366069798
51,1,51.0,51.0,49233.000111713685,49238.0,-0.1070021941833252,1.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,49233.0,0.0,0.0,0.0,0.0,0.8523119929009217
52,1,52.0,52.0,18221.00016464519,18225.0,0.9999999798068496,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,18221.0,0.0,0.0,0.0,0.0,0.8189335814987583
53,1,53.0,53.0,12800.00324218709,12811.0,0.9999999886097176,9.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,12800.0,0.0,0.0,0.0,0.0,0.7969645934468925
54,1,54.0,54.0,4.123105625617661,5.0,0.9969405307028008,4.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9288526286343961
55,1,55.0,55.0,2.449489742783178,4.0,0.9542374472273958,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309493697362298
56,1,56.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.35263034911037655
57,1,57.0,57.0,35131.000042697335,35134.0,0.9999998257122552,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,35131.0,0.0,0.0,0.0,0.0,0.8882256227643276
58,1,58.0,58.0,10506.000475918512,10510.0,-0.0605216176475011,3.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,10506.0,0.0,0.0,0.0,0.0,0.9110749109523012
59,1,59.0,59.0,10.0,10.0,0.1400280084028009,10.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8330726980894706
60,1,60.0,60.0,8.602325267042627,12.0,0.9931695968516404,8.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9120627152225987
61,1,61.0,61.0,47114.00004245023,47116.0,-0.1888338179161703,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,47114.0,0.0,0.0,0.0,0.0,0.7759122536325993
62,1,62.0,62.0,46413.00021545688,46419.0,-0.1002309282906228,4.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,46413.0,0.0,0.0,0.0,0.0,0.9354433998435322
63,1,63.0,63.0,8.0,8.0,0.9551668842409458,8.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6459358176371383
64,1,64.0,64.0,4.0,4.0,0.9961017296304552,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6821891766815874
65,1,65.0,65.0,1.7320508075688772,3.0,0.986581038661854,1.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9403303895287012
66,1,66.0,66.0,4.242640687119285,6.0,0.9984038297885895,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8595051288822987
67,1,67.0,67.0,3.3166247903554,5.0,0.9999999977299046,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.7711283485027
68,1,68.0,68.0,3.0,3.0,0.9941348467724342,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5980185191592841
69,1,69.0,69.0,41003.00010974806,41006.0,-0.0954602489118416,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,41003.0,0.0,0.0,0.0,0.0,0.8892440909683419
70,1,70.0,70.0,55104.000018147504,55106.0,-0.1089247947872467,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,55104.0,0.0,0.0,0.0,0.0,0.8900802618246154
71,1,71.0,71.0,41003.00002438846,41005.0,-0.0805257825951051,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,41003.0,0.0,0.0,0.0,0.0,0.8508717614726212
72,1,72.0,72.0,4.0,4.0,0.9959289952477496,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7440855477399425
73,1,73.0,73.0,5.0990195135927845,6.0,0.9912407071619304,5.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9438842951481595
74,1,74.0,74.0,3.1622776601683795,4.0,0.6507913734559685,0.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9217605887353306
75,1,75.0,75.0,7508.003329780828,7516.0,0.999999993346269,7.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,7508.0,0.0,0.0,0.0,0.0,0.6340400891386281
76,1,76.0,76.0,2.23606797749979,3.0,0.9945274832335644,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8585762311342259
77,1,77.0,77.0,5.0990195135927845,6.0,0.995403900013586,5.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9078656771607864
78,1,78.0,78.0,10.0,10.0,0.5819143739626463,10.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7851299912571963
79,1,79.0,79.0,14102.000567295408,14106.0,-0.1213203390719528,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,14102.0,0.0,0.0,0.0,0.0,0.8113598791162646
80,1,80.0,80.0,47592.00002101193,47594.0,-0.1311353691312682,1.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,47592.0,0.0,0.0,0.0,0.0,0.8800069650871264
81,1,81.0,81.0,64192.00003894566,64195.0,-0.0814893875646336,2.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,64192.0,0.0,0.0,0.0,0.0,0.8796963075135874
82,1,82.0,82.0,17078.00032205176,17083.0,0.9999999995422288,3.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,17078.0,0.0,0.0,0.0,0.0,0.8757546500319827
83,1,83.0,83.0,84131.00010697602,84137.0,-0.1070570555474819,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,84131.0,0.0,0.0,0.0,0.0,0.9428942048045453
84,1,84.0,84.0,36400.000013736266,36401.0,0.9999995194658244,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,36400.0,0.0,0.0,0.0,0.0,0.5477263673400184
85,1,85.0,85.0,69202.00007225225,69206.0,-0.0822604956617294,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,69202.0,0.0,0.0,0.0,0.0,0.9361937094192627
86,1,86.0,86.0,47919.00006260565,47923.0,0.9999996265697616,2.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,47919.0,0.0,0.0,0.0,0.0,0.8966453033761854
87,1,87.0,87.0,49234.00051793476,49243.0,-0.1540463445609723,7.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,49234.0,0.0,0.0,0.0,0.0,0.9549080714574981
88,1,88.0,88.0,10.099504938362076,12.0,0.9666913176095692,10.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9030128528655896
89,1,89.0,89.0,2.23606797749979,3.0,0.9766244823564244,1.0,0.0,2.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.919767096197852
90,1,90.0,90.0,2.0,2.0,0.9601486977992116,0.0,1.0,2.0,0,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8839681521584964
91,1,91.0,91.0,11.090536506409418,13.0,-0.2390457218668786,11.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9200594005904575
92,1,92.0,92.0,2.23606797749979,3.0,0.991741279639108,2.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8564897083587123
93,1,93.0,93.0,5.0,5.0,0.9146591207600472,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7858658193902851
94,1,94.0,94.0,6.164414002968976,8.0,0.8411910241920598,6.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9499436905742371
95,1,95.0,95.0,49407.00010120023,49411.0,0.9999999982760744,3.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,49407.0,0.0,0.0,0.0,0.0,0.8359952098529467
96,1,96.0,96.0,5.0990195135927845,8.0,0.9722857292609522,4.0,0.0,3.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9479310151317258
97,1,97.0,97.0,1.4142135623730951,2.0,0.996765700247014,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9180196421956599
98,1,98.0,98.0,4.242640687119285,6.0,0.9673753912650253,4.0,0.0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9489519025043608
99,1,99.0,99.0,1.0,1.0,0.9997128499581862,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7727674675208204
100,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
101,0,,,1.0,1.0,0.9979402655783318,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.184761129058578
102,0,,,3.0,3.0,0.9994838709333604,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
103,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
104,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
105,0,,,4291.001864366875,4295.0,0.9999999988793355,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,4291.0,0.0,0.0,0.0,0.0,0.12469283735733239
106,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
107,0,,,14099.00031917157,14102.0,0.9999999906542314,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,14099.0,0.0,0.0,0.0,0.0,0.13379610427834346
108,0,,,10.04987562112089,11.0,0.9999999999293068,0.0,1.0,0.0,1,1.0,0,0.0,0.0,0.4,10.0,0.0,0.0,0.0,0.0,0.14702787876904722
109,0,,,12776.000352222913,12779.0,0.999999998680458,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,12776.0,0.0,0.0,0.0,0.0,0.12928235528201096
110,0,,,35879.00001393573,35880.0,0.9999999942017792,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,35879.0,0.0,0.0,0.0,0.0,0.16355742240535756
111,0,,,3.0,3.0,0.9994838709333604,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
112,0,,,2.0,2.0,0.9941348467724342,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1896369632452877
113,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
114,0,,,43128.0,43128.0,0.999999986400405,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,43128.0,0.0,0.0,0.0,0.0,0.2149620800132308
115,0,,,7.280109889280518,9.0,0.220192753025272,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.42073879405209397
116,0,,,49233.00006093474,49237.0,-0.0874920222712494,1.0,0.0,2.0,0,1.0,0,0.0,0.0,0.0,49233.0,0.0,0.0,0.0,0.0,0.4964279414907535
117,0,,,2.0,2.0,0.9986187838711752,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
118,0,,,1362.0091776489614,1367.0,0.9999999981426568,5.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,1362.0,0.0,0.0,0.0,0.0,0.1284768080011647
119,0,,,1.0,1.0,0.9960238411119948,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1925904101629253
120,0,,,2.0,2.0,0.9995437747834997,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
121,0,,,2.0,2.0,0.9995437747834997,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
122,0,,,10010.00044955044,10013.0,0.9999999998123366,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,10010.0,0.0,0.0,0.0,0.0,0.11101182571000003
123,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
124,0,,,10.04987562112089,11.0,0.5153471216826172,10.0,0.0,0.0,1,1.0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4803982010981358
125,0,,,2.0,2.0,0.9993606137453732,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
126,0,,,2.0,2.0,0.9968410582470292,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.10187361686492287
127,0,,,7981.000062648791,7982.0,0.9999999993767436,0.0,1.0,1.0,0,0.0,1,0.0,0.0,0.4,7981.0,0.0,0.0,0.0,0.0,0.39086795327018814
128,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
129,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
130,0,,,1.0,1.0,0.9914601339836672,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.19865576002525512
131,0,,,2.0,2.0,0.9964589123924024,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.10187361686492287
132,0,,,100.00999950005,102.0,0.99999999986071,1.0,0.0,1.0,0,0.0,1,0.0,0.0,0.2,100.0,0.0,0.0,0.0,0.0,0.3332926819414525
133,0,,,1.0,1.0,0.997965409896352,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.184761129058578
134,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
135,0,,,1.0,1.0,0.997965409896352,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.184761129058578
136,0,,,14929.000535869774,14933.0,0.9999999962847148,4.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,14929.0,0.0,0.0,0.0,0.0,0.14834867434076884
137,0,,,17888.0,17888.0,0.999999996848798,0.0,1.0,0.0,1,0.0,1,0.0,0.0,0.6,17888.0,0.0,0.0,0.0,0.0,0.31238865677338773
138,0,,,2.0,2.0,0.9993606137453732,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
139,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
140,0,,,4010.0001246882775,4011.0,0.9999999908813216,1.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,4010.0,0.0,0.0,0.0,0.0,0.10161451454321242
141,0,,,29995.000066677778,29997.0,0.9999999948722226,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,29995.0,0.0,0.0,0.0,0.0,0.2177991015623726
142,0,,,9807.001835423504,9813.0,0.9999999978676116,6.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,9807.0,0.0,0.0,0.0,0.0,0.12895810247563905
143,0,,,11799.001525552914,11805.0,0.9999999978661652,6.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,11799.0,0.0,0.0,0.0,0.0,0.129500710336934
144,0,,,2.0,2.0,0.9938079899999064,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1860525910895069
145,0,,,3.0,3.0,0.9994838709333604,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
146,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08280160225469098
147,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.11870371469690937
148,0,,,8220.000547445237,8223.0,0.9999999934723208,3.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,8220.0,0.0,0.0,0.0,0.0,0.11101182571000003
149,0,,,2.0,2.0,0.9970909029271466,2.0,0.0,0.0,1,0.0,1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.09685857696080517
