pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,sex_diff,sex_equal,district_diff,district_equal,education_diff,education_equal,marital_status_diff,marital_status_equal,B_year_diff,B_year_equal,employment_status_diff,employment_status_equal,industry_diff,industry_equal,main_activity_diff,main_activity_equal,age_match,overall_similarity
36,1,919.0,128.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
37,1,987.0,131.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
38,1,292.0,141.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
39,1,340.0,146.0,3314.013578728971,3326.0,0.9991572372405728,0.0,1,0.0,1,3.0,0,0.0,1,9.0,0,0.0,1,3314.0,0,0.0,1,1,0.6666666666666666
40,1,458.0,149.0,29.0,29.0,0.9999999938535892,0.0,1,0.0,1,0.0,1,0.0,1,29.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
41,1,673.0,151.0,872.0074540965805,877.0,0.999999961538769,0.0,1,0.0,1,2.0,0,0.0,1,3.0,0,0.0,1,872.0,0,0.0,1,1,0.6666666666666666
42,1,552.0,159.0,2.0,2.0,0.9999999991771678,0.0,1,0.0,1,0.0,1,0.0,1,2.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
43,1,1002.0,160.0,2.0,2.0,0.999999999963643,0.0,1,0.0,1,0.0,1,0.0,1,2.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
44,1,474.0,172.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
45,1,28.0,173.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
46,1,915.0,174.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
47,1,271.0,181.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
48,1,805.0,184.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
49,1,238.0,189.0,719.0069540692913,723.0,0.9999999251274824,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,1.0,0,719.0,0,0.0,1,1,0.6666666666666666
50,1,822.0,190.0,972.0102880113975,978.0,0.999999950162923,0.0,1,0.0,1,2.0,0,0.0,1,4.0,0,0.0,1,972.0,0,0.0,1,1,0.6666666666666666
51,1,470.0,193.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
52,1,932.0,194.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
53,1,581.0,213.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
54,1,476.0,214.0,3.0,3.0,0.9999999998977321,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
55,1,933.0,229.0,38511.00023369946,38517.0,0.9899312627354071,0.0,1,0.0,1,3.0,0,0.0,1,3.0,0,0.0,1,38511.0,0,0.0,1,1,0.6666666666666666
56,1,243.0,230.0,7.0,7.0,0.9999999995188015,0.0,1,0.0,1,0.0,1,0.0,1,7.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
57,1,833.0,233.0,1020.024509509453,1028.0,0.9999613154664803,0.0,1,0.0,1,0.0,1,0.0,1,7.0,0,1.0,0,1020.0,0,0.0,1,1,0.6666666666666666
58,1,502.0,234.0,1.0,1.0,0.9999999999900999,0.0,1,0.0,1,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
59,1,720.0,238.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
60,1,703.0,239.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
61,1,496.0,248.0,4021.0002486943467,4023.0,0.9999935664521451,0.0,1,0.0,1,1.0,0,0.0,1,1.0,0,0.0,1,4021.0,0,0.0,1,1,0.6666666666666666
62,1,625.0,249.0,7.0,7.0,0.99999999944095,0.0,1,0.0,1,0.0,1,0.0,1,7.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
63,1,199.0,256.0,1.0,1.0,0.99999999970329,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
64,1,884.0,257.0,40996.00010976681,40999.0,0.9946539053789537,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,0.0,1,40996.0,0,0.0,1,1,0.7777777777777778
65,1,682.0,265.0,6110.00302782249,6117.0,0.9999797655259005,0.0,1,0.0,1,1.0,0,0.0,1,6.0,0,0.0,1,6110.0,0,0.0,1,1,0.6666666666666666
66,1,211.0,266.0,1.0,1.0,0.9999999999900798,0.0,1,0.0,1,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
67,1,880.0,274.0,30123.000016598613,30124.0,0.9999193417376869,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,30123.0,0,0.0,1,1,0.7777777777777778
68,1,786.0,284.0,2.23606797749979,3.0,0.9999994839212722,0.0,1,0.0,1,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1,2.0,0,1,0.7777777777777778
69,1,49.0,285.0,1408.001420453829,1410.0,0.9999991603216688,0.0,1,0.0,1,0.0,1,0.0,1,2.0,0,0.0,1,1408.0,0,0.0,1,1,0.7777777777777778
70,1,305.0,289.0,3.0,3.0,0.9999999998962729,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
71,1,16.0,295.0,15889.03883184883,15927.0,0.9995630810715678,0.0,1,0.0,1,3.0,0,0.0,1,35.0,0,0.0,1,15889.0,0,0.0,1,1,0.6666666666666666
72,1,567.0,299.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
73,1,351.0,300.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
74,1,893.0,303.0,110.22250223978767,117.0,0.9999999935302868,0.0,1,0.0,1,0.0,1,0.0,1,7.0,0,0.0,1,110.0,0,0.0,1,1,0.7777777777777778
75,1,440.0,304.0,1.4142135623730951,2.0,0.9999998709226194,0.0,1,0.0,1,1.0,0,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
76,1,417.0,307.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
77,1,276.0,308.0,10001.00099989996,10007.0,0.99988115938989,0.0,1,0.0,1,0.0,1,0.0,1,4.0,0,2.0,0,10001.0,0,0.0,1,1,0.6666666666666666
78,1,679.0,313.0,40698.00110570542,40710.0,0.9998928855384837,0.0,1,0.0,1,9.0,0,0.0,1,3.0,0,0.0,1,40698.0,0,0.0,1,1,0.6666666666666666
79,1,992.0,320.0,1930.0222796641494,1942.0,0.9999999015478573,0.0,1,0.0,1,2.0,0,0.0,1,9.0,0,1.0,0,1930.0,0,0.0,1,1,0.5555555555555556
80,1,856.0,321.0,1.0,1.0,0.9999999999908091,0.0,1,0.0,1,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
81,1,681.0,328.0,15698.000063702382,15700.0,0.9999533516552376,0.0,1,0.0,1,0.0,1,0.0,1,1.0,0,1.0,0,15698.0,0,0.0,1,1,0.6666666666666666
82,1,544.0,329.0,22001.006658787228,22020.0,0.9993383644605042,0.0,1,0.0,1,2.0,0,0.0,1,17.0,0,0.0,1,22001.0,0,0.0,1,1,0.6666666666666666
83,1,187.0,345.0,2.23606797749979,3.0,0.9999998742644012,0.0,1,0.0,1,1.0,0,0.0,1,2.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
84,1,123.0,346.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
85,1,322.0,347.0,10010.072227511648,10050.0,0.99998873219449,0.0,1,0.0,1,1.0,0,0.0,1,38.0,0,1.0,0,10010.0,0,0.0,1,1,0.5555555555555556
86,1,71.0,351.0,11.045361017187261,12.0,0.9999998528861858,0.0,1,0.0,1,1.0,0,0.0,1,11.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
87,1,924.0,355.0,1405.1170769725916,1426.0,0.9999996776211612,0.0,1,0.0,1,2.0,0,0.0,1,18.0,0,1.0,0,1405.0,0,0.0,1,1,0.5555555555555556
88,1,501.0,372.0,5.0990195135927845,6.0,0.9999998795298933,0.0,1,0.0,1,1.0,0,0.0,1,5.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
89,1,1003.0,373.0,1102.0553525118419,1114.0,0.9999999096754774,0.0,1,0.0,1,1.0,0,0.0,1,11.0,0,0.0,1,1102.0,0,0.0,1,1,0.6666666666666666
90,1,160.0,381.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
91,1,793.0,382.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
92,1,1073.0,387.0,101.08412338245805,106.0,0.9999999888829697,0.0,1,0.0,1,4.0,0,0.0,1,1.0,0,0.0,1,101.0,0,0.0,1,1,0.6666666666666666
93,1,941.0,388.0,12.041594578792296,13.0,0.9999998883665843,0.0,1,0.0,1,1.0,0,0.0,1,12.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
94,1,76.0,395.0,23189.000409677,23196.0,0.9998497384066599,0.0,1,0.0,1,3.0,0,0.0,1,3.0,0,1.0,0,23189.0,0,0.0,1,1,0.5555555555555556
95,1,420.0,396.0,8.246211251235321,10.0,0.9999994495090534,0.0,1,0.0,1,2.0,0,0.0,1,8.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
96,1,726.0,406.0,95735.00004700475,95738.0,0.5568624534842495,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,0.0,1,95735.0,0,0.0,1,1,0.7777777777777778
97,1,310.0,407.0,17950.0195543069,17982.0,0.9997972415283546,0.0,1,0.0,1,5.0,0,0.0,1,26.0,0,1.0,0,17950.0,0,0.0,1,1,0.5555555555555556
98,1,95.0,408.0,12895.002055059937,12906.0,0.9999953121984164,0.0,1,0.0,1,4.0,0,0.0,1,6.0,0,1.0,0,12895.0,0,0.0,1,1,0.5555555555555556
99,1,96.0,415.0,6594.006900208704,6607.0,0.9999763806106279,0.0,1,0.0,1,1.0,0,3.0,0,9.0,0,0.0,1,6594.0,0,0.0,1,1,0.5555555555555556
100,1,69.0,416.0,64200.0085514013,64236.0,0.030347390828808773,0.0,1,0.0,1,3.0,0,0.0,1,33.0,0,0.0,1,64200.0,0,0.0,1,1,0.6666666666666666
101,1,840.0,420.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
102,1,1008.0,421.0,2909.076485759699,2932.0,0.9999956531422566,0.0,1,0.0,1,0.0,1,0.0,1,21.0,0,2.0,0,2909.0,0,0.0,1,1,0.6666666666666666
103,1,843.0,434.0,14099.059649494358,14141.0,0.9999117877263719,0.0,1,0.0,1,0.0,1,0.0,1,41.0,0,1.0,0,14099.0,0,0.0,1,1,0.6666666666666666
104,1,935.0,435.0,2.0,2.0,0.9999999999659726,0.0,1,0.0,1,0.0,1,0.0,1,2.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
105,1,861.0,440.0,97006.00027317897,97015.0,0.01993267675120336,0.0,1,0.0,1,2.0,0,0.0,1,7.0,0,0.0,1,97006.0,0,0.0,1,1,0.6666666666666666
106,1,122.0,444.0,8220.024391691304,8241.0,0.9999643268431537,0.0,1,0.0,1,1.0,0,0.0,1,20.0,0,0.0,1,8220.0,0,0.0,1,1,0.6666666666666666
107,1,414.0,445.0,18.110770276274835,20.0,0.9999995373304286,0.0,1,0.0,1,2.0,0,0.0,1,18.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
108,1,9.0,446.0,41002.00646309885,41026.0,0.04768867144176625,0.0,1,0.0,1,1.0,0,0.0,1,23.0,0,0.0,1,41002.0,0,0.0,1,1,0.6666666666666666
109,1,592.0,449.0,28100.002081850456,28115.0,0.9998045108870226,0.0,1,0.0,1,1.0,0,4.0,0,10.0,0,0.0,1,28100.0,0,0.0,1,1,0.5555555555555556
110,1,450.0,458.0,488.01946682483884,495.0,0.9999999353360454,1.0,0,0.0,1,1.0,0,1.0,0,4.0,0,0.0,1,488.0,0,0.0,1,1,0.4444444444444444
111,1,332.0,459.0,4.242640687119285,6.0,0.9999988556621275,0.0,1,0.0,1,0.0,1,0.0,1,3.0,0,0.0,1,0.0,1,3.0,0,1,0.7777777777777778
112,1,716.0,477.0,7852.097426802599,7894.0,0.9999211183671778,0.0,1,0.0,1,0.0,1,0.0,1,39.0,0,3.0,0,7852.0,0,0.0,1,1,0.6666666666666666
113,1,201.0,479.0,38.03945320322047,41.0,0.9999995716720051,1.0,0,0.0,1,0.0,1,1.0,0,38.0,0,1.0,0,0.0,1,0.0,1,1,0.5555555555555556
114,1,395.0,484.0,7.3484692283495345,12.0,0.9999977018854144,0.0,1,0.0,1,3.0,0,0.0,1,6.0,0,0.0,1,0.0,1,3.0,0,1,0.6666666666666666
115,1,748.0,495.0,8.06225774829855,9.0,0.9999917811824431,0.0,1,0.0,1,0.0,1,0.0,1,1.0,0,0.0,1,0.0,1,8.0,0,1,0.7777777777777778
116,1,855.0,502.0,4.123105625617661,5.0,0.9999998777586462,0.0,1,0.0,1,1.0,0,0.0,1,4.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
117,1,802.0,504.0,86904.00709978798,86942.0,0.02215322290004529,0.0,1,0.0,1,3.0,0,0.0,1,35.0,0,0.0,1,86904.0,0,0.0,1,1,0.6666666666666666
118,1,576.0,511.0,97007.00018555362,97013.0,0.01978460044183583,0.0,1,0.0,1,0.0,1,0.0,1,6.0,0,0.0,1,97007.0,0,0.0,1,1,0.7777777777777778
119,1,705.0,512.0,52988.00007548879,52992.0,0.9957091096078026,0.0,1,0.0,1,2.0,0,0.0,1,2.0,0,0.0,1,52988.0,0,0.0,1,1,0.6666666666666666
120,1,462.0,515.0,2021.0356256137595,2041.0,0.9999987846285618,0.0,1,0.0,1,4.0,0,0.0,1,8.0,0,0.0,1,2021.0,0,8.0,0,1,0.5555555555555556
121,1,908.0,523.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
122,1,878.0,525.0,5.0,5.0,0.9999999997473633,0.0,1,0.0,1,0.0,1,0.0,1,5.0,0,0.0,1,0.0,1,0.0,1,1,0.8888888888888888
123,1,468.0,526.0,0.0,0.0,1.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1,1.0
124,1,1039.0,530.0,17.72004514666935,22.0,0.9999966247459044,0.0,1,0.0,1,5.0,0,0.0,1,17.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
125,1,1027.0,531.0,126.82665335015349,147.0,0.9999999902490783,0.0,1,0.0,1,2.0,0,6.0,0,13.0,0,0.0,1,126.0,0,0.0,1,1,0.5555555555555556
126,1,718.0,533.0,23.558437978779494,29.0,0.9999968707159576,0.0,1,0.0,1,5.0,0,0.0,1,23.0,0,0.0,1,0.0,1,1.0,0,1,0.6666666666666666
127,1,311.0,534.0,15.652475842498529,21.0,0.9999747386796921,0.0,1,0.0,1,14.0,0,0.0,1,7.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
128,1,584.0,545.0,12.041594578792296,17.0,0.9999917246950027,0.0,1,0.0,1,8.0,0,0.0,1,9.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
129,1,38.0,547.0,47783.00122428477,47798.0,0.9998090207876134,0.0,1,0.0,1,0.0,1,0.0,1,9.0,0,6.0,0,47783.0,0,0.0,1,1,0.6666666666666666
130,1,898.0,548.0,2109.0099573022408,2119.0,0.999998211800191,1.0,0,0.0,1,0.0,1,0.0,1,5.0,0,4.0,0,2109.0,0,0.0,1,1,0.5555555555555556
131,1,467.0,556.0,17014.01434112479,17038.0,0.11476163441706755,0.0,1,0.0,1,2.0,0,0.0,1,22.0,0,0.0,1,17014.0,0,0.0,1,1,0.6666666666666666
132,1,230.0,557.0,6.324555320336759,8.0,0.9999953825315462,0.0,1,0.0,1,0.0,1,0.0,1,2.0,0,0.0,1,0.0,1,6.0,0,1,0.7777777777777778
133,1,844.0,561.0,15.264337522473747,21.0,0.9999952378962462,0.0,1,0.0,1,1.0,0,0.0,1,14.0,0,0.0,1,0.0,1,6.0,0,1,0.6666666666666666
134,1,785.0,566.0,5.830951894845301,8.0,0.9999967776140507,0.0,1,0.0,1,5.0,0,0.0,1,3.0,0,0.0,1,0.0,1,0.0,1,1,0.7777777777777778
135,1,904.0,567.0,5879.045160568168,5904.0,0.9999925322493454,0.0,1,0.0,1,1.0,0,1.0,0,23.0,0,0.0,1,5879.0,0,0.0,1,1,0.5555555555555556
136,1,779.0,568.0,9585.023421984946,9616.0,0.9999767346193397,0.0,1,0.0,1,3.0,0,0.0,1,20.0,0,6.0,0,9585.0,0,2.0,0,1,0.4444444444444444
137,1,1017.0,573.0,84131.0006180837,84143.0,0.02301154282466089,0.0,1,0.0,1,10.0,0,0.0,1,2.0,0,0.0,1,84131.0,0,0.0,1,1,0.6666666666666666
138,1,741.0,574.0,84131.0021454636,84150.0,0.023029293975119325,0.0,1,0.0,1,0.0,1,0.0,1,19.0,0,0.0,1,84131.0,0,0.0,1,1,0.7777777777777778
139,1,441.0,576.0,47592.01464531629,47634.0,0.040927913110599734,0.0,1,0.0,1,5.0,0,0.0,1,37.0,0,0.0,1,47592.0,0,0.0,1,1,0.6666666666666666
140,1,1053.0,577.0,64192.000405034894,64202.0,0.030138120517700373,0.0,1,0.0,1,0.0,1,0.0,1,4.0,0,6.0,0,64192.0,0,0.0,1,1,0.6666666666666666
141,1,265.0,585.0,11.704699910719626,17.0,0.9999952162610922,0.0,1,0.0,1,1.0,0,0.0,1,10.0,0,0.0,1,0.0,1,6.0,0,1,0.6666666666666666
142,1,4.0,594.0,38.24918299781056,45.0,0.999997298868228,1.0,0,0.0,1,3.0,0,0.0,1,38.0,0,3.0,0,0.0,1,0.0,1,1,0.5555555555555556
143,1,208.0,595.0,16.186414056238647,22.0,0.9999952891846184,0.0,1,0.0,1,1.0,0,0.0,1,15.0,0,0.0,1,0.0,1,6.0,0,1,0.6666666666666666
144,1,434.0,605.0,43212.0020943256,43231.0,0.045034010575361605,0.0,1,0.0,1,1.0,0,0.0,1,12.0,0,6.0,0,43212.0,0,0.0,1,1,0.5555555555555556
145,1,696.0,606.0,85493.0013158972,85514.0,0.02254501526782038,0.0,1,0.0,1,9.0,0,0.0,1,12.0,0,0.0,1,85493.0,0,0.0,1,1,0.6666666666666666
146,1,896.0,610.0,41.24318125460256,55.0,0.9999996496034185,0.0,1,0.0,1,0.0,1,0.0,1,40.0,0,6.0,0,1.0,0,8.0,0,1,0.5555555555555556
147,1,327.0,611.0,3394.0085444795213,3406.0,0.9990338370382419,0.0,1,0.0,1,2.0,0,0.0,1,7.0,0,1.0,0,3394.0,0,2.0,0,1,0.4444444444444444
148,1,744.0,616.0,22.045407685048602,24.0,0.999999757565634,1.0,0,0.0,1,0.0,1,0.0,1,22.0,0,0.0,1,0.0,1,1.0,0,1,0.6666666666666666
149,1,618.0,619.0,55102.00236833504,55123.0,0.035274741001960486,0.0,1,0.0,1,0.0,1,0.0,1,15.0,0,6.0,0,55102.0,0,0.0,1,1,0.6666666666666666
150,1,195.0,620.0,10792.05675485447,10827.0,0.1770713673380362,0.0,1,0.0,1,0.0,1,0.0,1,35.0,0,0.0,1,10792.0,0,0.0,1,1,0.7777777777777778
151,1,1066.0,637.0,49223.00160494076,49241.0,0.03965173774723463,0.0,1,0.0,1,1.0,0,0.0,1,11.0,0,6.0,0,49223.0,0,0.0,1,1,0.5555555555555556
152,1,210.0,638.0,10792.044569959855,10824.0,0.17707033176345466,0.0,1,0.0,1,1.0,0,0.0,1,31.0,0,0.0,1,10792.0,0,0.0,1,1,0.6666666666666666
