pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,education_diff,education_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,age_match,overall_similarity,education_match,attack_score
68,1,68.0,68.0,3.0,3.0,0.9941348467724342,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.5007012416689037
69,1,69.0,69.0,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.24351809194429477
70,1,70.0,70.0,1.4142135623730951,2.0,0.9962062287790492,1.0,0.0,1.0,0,0.0,1,0,0.25,0.0,0.9185964704443146
71,1,71.0,71.0,1.4142135623730951,2.0,0.9961359100851456,1.0,0.0,0.0,1,1.0,0,0,0.25,0.0,0.9070149682885388
72,1,72.0,72.0,4.0,4.0,0.9959289952477496,4.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.7838626181558924
73,1,73.0,73.0,5.0990195135927845,6.0,0.9912407071619304,5.0,0.0,1.0,0,0.0,1,0,0.25,0.0,0.9348275515226544
74,1,74.0,74.0,3.1622776601683795,4.0,0.6507913734559685,0.0,0.0,3.0,0,1.0,0,0,0.0,0.0,0.9056355449802799
75,1,75.0,75.0,7.071067811865476,8.0,0.941225817893058,7.0,0.0,0.0,1,1.0,0,0,0.25,0.0,0.9295236697573057
76,1,76.0,76.0,2.23606797749979,3.0,0.9945274832335644,2.0,0.0,0.0,1,1.0,0,0,0.25,0.0,0.8992512704879423
77,1,77.0,77.0,5.0990195135927845,6.0,0.995403900013586,5.0,0.0,0.0,1,1.0,0,0,0.25,0.0,0.9330970328990517
78,1,78.0,78.0,10.0,10.0,0.5819143739626463,10.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.7874233182874427
79,1,79.0,79.0,4.0,4.0,0.998338179159142,4.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.6494968334064605
80,1,80.0,80.0,1.4142135623730951,2.0,0.9886207380188756,1.0,0.0,0.0,1,1.0,0,0,0.25,0.0,0.9149579481247345
81,1,81.0,81.0,2.23606797749979,3.0,0.9932659166648444,2.0,0.0,1.0,0,0.0,1,0,0.25,0.0,0.9118900264980105
82,1,82.0,82.0,3.3166247903554,5.0,0.9913694342812616,3.0,0.0,1.0,0,1.0,0,0,0.0,0.0,0.9355104796659256
83,1,83.0,83.0,4.242640687119285,6.0,0.9891485542304924,4.0,0.0,1.0,0,1.0,0,0,0.0,0.0,0.9350671432087099
84,1,84.0,84.0,1.0,1.0,0.9998513121692768,1.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.4505673417838767
85,1,85.0,85.0,3.1622776601683795,4.0,0.9986441075795396,3.0,0.0,0.0,1,1.0,0,0,0.25,0.0,0.8541148812742603
86,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.24351809194429477
87,0,,,1.0,1.0,0.9990248656871404,1.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.3057418751830216
88,0,,,3.0,3.0,0.9994838709333604,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.12114400087576736
89,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.101535466782069
90,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.101535466782069
91,0,,,2.0,2.0,0.9997500937109548,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10344007535212729
92,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.24351809194429477
93,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10187395465761906
94,0,,,2.0,2.0,0.9998098045724798,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10448335159846517
95,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
96,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.101535466782069
97,0,,,3.0,3.0,0.9994838709333604,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.12114400087576736
98,0,,,1.0,1.0,0.9979402655783318,1.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.3152454723979103
99,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10364369866534746
100,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
101,0,,,10.44030650891055,13.0,0.6532334559639025,10.0,0.0,3.0,0,0.0,1,0,0.25,0.0,0.6590324772243076
102,0,,,1.0,1.0,0.9992584028469378,1.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.32629789723578245
103,0,,,2.0,2.0,0.9986187838711752,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10328427881545511
104,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
105,0,,,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0,0.75,0.0,0.26410606512445145
106,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
107,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
108,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
109,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.101535466782069
110,0,,,15.066519173319364,17.0,0.505398695719269,15.0,0.0,1.0,0,1.0,0,0,0.0,0.0,0.6705516137620974
111,0,,,2.0,2.0,0.9993606137453732,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10201573801515322
112,0,,,2.0,2.0,0.9968410582470292,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.20747477836154504
113,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
114,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.101535466782069
115,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10364369866534746
116,0,,,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1,0,0.75,0.0,0.26410606512445145
117,0,,,2.0,2.0,0.9964589123924024,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.17604771759284732
118,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
119,0,,,2.0,2.0,0.9964589123924024,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.17604771759284732
120,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
121,0,,,1.0,1.0,0.9960238411119948,1.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.354581807553203
122,0,,,2.0,2.0,0.9997500937109548,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10344007535212729
123,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
124,0,,,2.0,2.0,0.9993606137453732,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10201573801515322
125,0,,,2.0,2.0,0.9992990141526302,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10187395465761906
126,0,,,2.0,2.0,0.9998098045724798,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10448335159846517
127,0,,,2.0,2.0,0.9993606137453732,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10201573801515322
128,0,,,3.0,3.0,0.9987677136415694,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.12669794588765212
129,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.101535466782069
130,0,,,1.0,1.0,0.9960238411119948,1.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.354581807553203
131,0,,,3.0,3.0,0.9994838709333604,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.12114400087576736
132,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10364369866534746
133,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.24351809194429477
134,0,,,3.0,3.0,0.9987677136415694,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.12669794588765212
135,0,,,1.0,1.0,0.9990248656871404,1.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.3057418751830216
136,0,,,2.0,2.0,0.9993606137453732,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10201573801515322
137,0,,,2.0,2.0,0.9986054207456784,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10364369866534746
138,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.24351809194429477
139,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10186993153920827
140,0,,,2.0,2.0,0.9998098045724798,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10448335159846517
141,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.23442456050912966
142,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.101535466782069
143,0,,,3.0,3.0,0.9994838709333604,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.12114400087576736
144,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.23442456050912966
145,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.24351809194429477
146,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.101535466782069
147,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.23442456050912966
148,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.24351809194429477
149,0,,,2.0,2.0,0.9968410582470292,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.20747477836154504
150,0,,,2.0,2.0,0.9978443605023736,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.148098522570573
151,0,,,2.0,2.0,0.9997500937109548,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10344007535212729
152,0,,,2.0,2.0,0.9914573982080404,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.2921130316196841
153,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
154,0,,,3.0,3.0,0.9987677136415694,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.12669794588765212
155,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10186993153920827
156,0,,,2.0,2.0,0.9997313633262476,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10358661368281909
157,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
158,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10186993153920827
159,0,,,2.0,2.0,0.9986187838711752,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10328427881545511
160,0,,,3.0,3.0,0.9981149841863164,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.24351809194429477
161,0,,,2.0,2.0,0.9997500937109548,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10344007535212729
162,0,,,2.0,2.0,0.999611961278529,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10376112053166635
163,0,,,2.0,2.0,0.9964589123924024,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.17604771759284732
164,0,,,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.23442456050912966
165,0,,,2.0,2.0,0.9994056463070784,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10186993153920827
166,0,,,1.0,1.0,0.9428090415820636,1.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.4639684355115454
167,0,,,2.0,2.0,0.999076724020674,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.101535466782069
168,0,,,2.0,2.0,0.9998098045724798,2.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.10448335159846517
169,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
170,0,,,3.0,3.0,0.9995044352735956,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.15343735686752352
171,0,,,3.0,3.0,0.9987677136415694,3.0,0.0,0.0,1,0.0,1,0,0.5,0.0,0.12669794588765212
