pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,age_diff,age_equal,birth_year_diff,birth_year_equal,education_match,marital_status_match,sex_match,religion_match,ethnicity_match,overall_similarity
92,0,,,98.02040603874276,100.0,0.2095290887308734,2.0,0,98.0,0,0,1,1,1,1,0.5714285714285714
27,1,51.0,51.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
136,0,,,4.242640687119285,6.0,0.9990150416331904,3.0,0,3.0,0,0,1,0,1,1,0.42857142857142855
85,0,,,43.01162633521314,60.0,0.9058711363038314,25.0,0,35.0,0,0,1,1,1,1,0.5714285714285714
114,0,,,2.23606797749979,3.0,0.9877629653290689,2.0,0,1.0,0,0,1,1,0,1,0.42857142857142855
41,1,75.0,82.0,28.284271247461902,40.0,0.9466745068678382,20.0,0,20.0,0,0,1,1,1,0,0.42857142857142855
49,1,17.0,17.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
45,1,5.0,5.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
141,0,,,2.23606797749979,3.0,0.998274373174996,2.0,0,1.0,0,0,1,1,1,1,0.5714285714285714
31,1,61.0,61.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
39,1,80.0,75.0,21.213203435596427,30.0,0.9682354127459456,15.0,0,15.0,0,0,1,1,1,1,0.5714285714285714
156,0,,,4.242640687119285,6.0,0.9706640711883568,3.0,0,3.0,0,0,1,1,1,1,0.5714285714285714
90,0,,,98.02040603874276,100.0,0.19996001199600144,2.0,0,98.0,0,1,0,1,1,1,0.5714285714285714
1,1,2.0,2.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
138,0,,,2.23606797749979,3.0,0.998274373174996,2.0,0,1.0,0,0,1,1,1,1,0.5714285714285714
9,1,13.0,13.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
69,1,59.0,53.0,73.824115301167,100.0,0.9376696395377353,65.0,0,35.0,0,1,0,1,1,1,0.5714285714285714
142,0,,,44.553338819890925,63.0,0.894546194072821,32.0,0,31.0,0,0,1,1,1,1,0.5714285714285714
43,1,22.0,88.0,2.23606797749979,3.0,0.9877629653290689,2.0,0,1.0,0,0,1,1,0,1,0.42857142857142855
99,0,,,4.242640687119285,6.0,0.9987302389175188,3.0,0,3.0,0,0,1,1,1,0,0.42857142857142855
120,0,,,4.242640687119285,6.0,0.9987743681755402,3.0,0,3.0,0,0,0,1,1,1,0.42857142857142855
19,1,34.0,34.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
96,0,,,1.4142135623730951,2.0,0.9999293455617063,1.0,0,1.0,0,1,0,0,1,1,0.42857142857142855
128,0,,,5.0,7.0,0.9987656343552852,4.0,0,3.0,0,1,0,1,1,0,0.42857142857142855
137,0,,,83.95236744726142,100.0,0.9996686059265358,18.0,0,82.0,0,1,1,1,1,1,0.7142857142857143
26,1,49.0,49.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
87,0,,,2.8284271247461903,4.0,0.999645745626897,2.0,0,2.0,0,1,1,0,0,1,0.42857142857142855
125,0,,,5.0,7.0,0.9983179786640896,3.0,0,4.0,0,1,0,1,1,0,0.42857142857142855
116,0,,,43.01162633521314,60.0,0.9058711363038314,25.0,0,35.0,0,0,1,1,1,1,0.5714285714285714
129,0,,,1.4142135623730951,2.0,0.999913019967425,1.0,0,1.0,0,0,1,1,0,0,0.2857142857142857
144,0,,,26.870057685088806,38.0,0.966223491892278,19.0,0,19.0,0,0,1,1,1,1,0.5714285714285714
58,1,32.0,32.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
130,0,,,5.0,7.0,0.9982390449050826,3.0,0,4.0,0,0,1,1,0,1,0.42857142857142855
33,1,64.0,64.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
98,0,,,2.23606797749979,3.0,0.9996864009631498,2.0,0,1.0,0,1,1,0,0,1,0.42857142857142855
63,1,41.0,41.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
105,0,,,1.0,1.0,0.9999946949461405,1.0,0,0.0,1,0,1,1,0,1,0.5714285714285714
153,0,,,5.656854249492381,8.0,0.997768367803323,4.0,0,4.0,0,1,1,0,0,1,0.42857142857142855
78,1,81.0,76.0,19.79898987322333,28.0,0.973319541973037,14.0,0,14.0,0,0,1,1,1,1,0.5714285714285714
121,0,,,5.0,7.0,0.9982390449050826,3.0,0,4.0,0,0,1,1,0,1,0.42857142857142855
29,1,56.0,56.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
5,1,7.0,7.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
46,1,8.0,8.0,0.0,0.0,1.0,0.0,1,0.0,1,1,0,1,1,1,0.8571428571428571
55,1,27.0,27.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
25,1,47.0,47.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
95,0,,,81.74350127074322,100.0,0.9980720449599262,21.0,0,79.0,0,0,0,0,0,0,0.0
79,1,77.0,87.0,1.0,1.0,0.9999876306108578,0.0,1,1.0,0,0,1,1,0,1,0.5714285714285714
135,0,,,4.242640687119285,6.0,0.9987743681755402,3.0,0,3.0,0,0,0,1,1,1,0.42857142857142855
23,1,44.0,44.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
107,0,,,5.656854249492381,8.0,0.997768367803323,4.0,0,4.0,0,0,1,0,1,1,0.42857142857142855
75,1,67.0,67.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
16,1,30.0,30.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
42,1,4.0,85.0,9.899494936611665,14.0,0.9931381406199348,7.0,0,7.0,0,0,1,1,1,0,0.42857142857142855
24,1,45.0,45.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
106,0,,,4.242640687119285,6.0,0.9989083757203046,3.0,0,3.0,0,0,1,0,1,1,0.42857142857142855
38,1,73.0,73.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
80,0,,,2.8284271247461903,4.0,0.999530366872928,2.0,0,2.0,0,0,1,1,1,0,0.42857142857142855
124,0,,,82.00609733428362,101.0,0.9980447252507959,22.0,0,79.0,0,1,1,1,1,1,0.7142857142857143
113,0,,,3.605551275463989,5.0,0.9992163444154916,3.0,0,2.0,0,0,1,0,1,1,0.42857142857142855
11,1,16.0,16.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
104,0,,,82.73451516749222,117.0,0.6140195062217415,58.0,0,59.0,0,0,0,1,0,0,0.14285714285714285
13,1,20.0,20.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
158,0,,,3.605551275463989,5.0,0.9828721869343219,2.0,0,3.0,0,1,1,0,1,1,0.5714285714285714
18,1,33.0,33.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
159,0,,,5.656854249492381,8.0,0.9978557614683711,4.0,0,4.0,0,0,1,1,1,0,0.42857142857142855
123,0,,,7.0710678118654755,10.0,0.9967621935758518,5.0,0,5.0,0,0,1,1,0,1,0.42857142857142855
68,1,52.0,52.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
127,0,,,4.242640687119285,6.0,0.9987474408768876,3.0,0,3.0,0,0,0,1,1,1,0.42857142857142855
57,1,29.0,29.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
126,0,,,2.8284271247461903,4.0,0.9904048953654894,2.0,0,2.0,0,1,1,1,0,1,0.5714285714285714
22,1,43.0,43.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
146,0,,,5.0,7.0,0.9983179786640896,3.0,0,4.0,0,0,1,0,1,1,0.42857142857142855
65,1,46.0,46.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
84,0,,,5.0,7.0,0.9615239476408232,4.0,0,3.0,0,0,1,1,1,1,0.5714285714285714
36,1,70.0,70.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
51,1,21.0,21.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
53,1,28.0,23.0,8.48528137423857,12.0,0.9079593845004515,6.0,0,6.0,0,0,1,1,1,1,0.5714285714285714
74,1,66.0,66.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
102,0,,,2.23606797749979,3.0,0.991997911723619,1.0,0,2.0,0,0,1,1,1,1,0.5714285714285714
71,1,57.0,57.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
20,1,38.0,38.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
47,1,12.0,12.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
122,0,,,2.8284271247461903,4.0,0.9904048953654894,2.0,0,2.0,0,1,1,1,0,1,0.5714285714285714
110,0,,,4.242640687119285,6.0,0.9987302389175188,3.0,0,3.0,0,0,1,1,1,0,0.42857142857142855
37,1,71.0,71.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
6,1,9.0,9.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
50,1,18.0,18.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
12,1,19.0,19.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
77,1,72.0,72.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
67,1,50.0,50.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
15,1,26.0,26.0,10.0,10.0,0.999264569079264,0.0,1,10.0,0,1,1,1,1,1,0.8571428571428571
91,0,,,5.0,7.0,0.9983179786640896,3.0,0,4.0,0,1,0,1,1,0,0.42857142857142855
119,0,,,79.90619500389191,113.0,0.6476517177143802,57.0,0,56.0,0,0,0,1,0,0,0.14285714285714285
3,1,79.0,4.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
118,0,,,2.8284271247461903,4.0,0.999645745626897,2.0,0,2.0,0,1,1,0,0,1,0.42857142857142855
21,1,40.0,40.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
4,1,6.0,6.0,0.0,0.0,1.0,0.0,1,0.0,1,1,1,1,1,1,1.0
134,0,,,2.8284271247461903,4.0,0.9828721869343219,2.0,0,2.0,0,0,1,1,0,1,0.42857142857142855
108,0,,,4.242640687119285,6.0,0.9990150416331904,3.0,0,3.0,0,0,1,0,1,1,0.42857142857142855
